,game_date,Home_Team,Away_Team,Period,Clock,Home_Team_Skaters,Away_Team_Skaters,Home_Team_Goals,Away_Team_Goals,Team,Player,Event,X_Coordinate,Y_Coordinate,Detail_1,Detail_2,Detail_3,Detail_4,Player_2,X_Coordinate_2,Y_Coordinate_2,Time_Remaining,event_id,TeamIdentity,std_X,std_X_2,std_Y,std_Y_2,euc_dist,Score_Differential,Game_State,timeElapsed,secLastTeamEvent,secLastAnyEvent,Manpower,Posession_Change,HQ_Pass
24216,2021-01-31,Toronto Six,Connecticut Whale,2,10:51,5,5,0,0,Toronto Six,Lindsay Eastwood,Play,5,60,Indirect,,,,Sarah Steele,5.0,16.0,651,851,Home Team,5,5.0,60,16.0,44.0,0,Tied,"[1, 1]",1,1,Even,No,Yes
24217,2021-01-31,Toronto Six,Connecticut Whale,2,10:46,5,5,0,0,Toronto Six,Sarah Steele,Play,24,3,Direct,,,,Sarah-Eve Coutu Godbout,118.0,14.0,646,852,Home Team,24,118.0,3,14.0,94.64142856064674,0,Tied,"[5, 5]",5,5,Even,No,Yes
24220,2021-01-31,Toronto Six,Connecticut Whale,2,10:40,5,5,0,0,Connecticut Whale,Hanna Beattie,Incomplete Play,32,84,Indirect,,,,Sarah Hughson,57.0,81.0,640,855,Away Team,168,143.0,1,4.0,25.179356624028344,0,Tied,"[2, 2]",2,2,Even,No,No
24222,2021-01-31,Toronto Six,Connecticut Whale,2,10:38,5,5,0,0,Toronto Six,Emily Fluke,Incomplete Play,126,5,Direct,,,,Sarah-Eve Coutu Godbout,147.0,23.0,638,857,Home Team,126,147.0,5,23.0,27.65863337187866,0,Tied,"[0, 0]",0,0,Even,No,No
24224,2021-01-31,Toronto Six,Connecticut Whale,2,10:34,5,5,0,0,Connecticut Whale,Maddie Bishop,Incomplete Play,81,45,Direct,,,,Sarah Hughson,115.0,68.0,634,859,Away Team,119,85.0,40,17.0,41.04875150354759,0,Tied,"[2, 2]",2,2,Even,No,No
24226,2021-01-31,Toronto Six,Connecticut Whale,2,10:32,5,5,0,0,Toronto Six,Lindsay Eastwood,Play,68,33,Indirect,,,,Elaine Chuli,17.0,31.0,632,861,Home Team,68,17.0,33,31.0,51.03920062069939,0,Tied,"[2, 2]",2,2,Even,No,No
24227,2021-01-31,Toronto Six,Connecticut Whale,2,10:30,5,5,0,0,Toronto Six,Elaine Chuli,Incomplete Play,17,31,Indirect,,,,Emily Fluke,83.0,8.0,630,862,Home Team,17,83.0,31,8.0,69.8927750200262,0,Tied,"[2, 2]",2,2,Even,No,No
24233,2021-01-31,Toronto Six,Connecticut Whale,2,10:17,5,5,0,0,Toronto Six,Breanne Wilson-Bennett,Incomplete Play,116,74,Direct,,,,Mackenzie MacNeil,140.0,57.0,617,868,Home Team,116,140.0,74,57.0,29.410882339705488,0,Tied,"[5, 5]",5,5,Even,No,No
24236,2021-01-31,Toronto Six,Connecticut Whale,2,10:16,5,5,0,0,Connecticut Whale,Shannon Doyle,Incomplete Play,54,28,Indirect,,,,Hanna Beattie,66.0,15.0,616,871,Away Team,146,134.0,57,70.0,17.691806012954128,0,Tied,"[0, 0]",0,0,Even,No,No
24239,2021-01-31,Toronto Six,Connecticut Whale,2,10:11,5,5,0,0,Connecticut Whale,Maeve Reilly,Incomplete Play,42,9,Direct,,,,Janine Weber,58.0,28.0,611,874,Away Team,158,142.0,76,57.0,24.839484696748446,0,Tied,"[2, 2]",2,2,Even,No,No
24244,2021-01-31,Toronto Six,Connecticut Whale,2,10:04,5,5,0,0,Toronto Six,Breanne Wilson-Bennett,Incomplete Play,43,77,Indirect,,,,Natalie Marcuzzi,70.0,69.0,604,879,Home Team,43,70.0,77,69.0,28.16025568065745,0,Tied,"[0, 0]",0,0,Even,No,No
24246,2021-01-31,Toronto Six,Connecticut Whale,2,10:02,5,5,0,0,Connecticut Whale,Hanna Beattie,Incomplete Play,129,7,Indirect,,,,Janine Weber,139.0,13.0,602,881,Away Team,71,61.0,78,72.0,11.6619037896906,0,Tied,"[0, 0]",0,0,Even,No,No
24249,2021-01-31,Toronto Six,Connecticut Whale,2,9:56,5,5,0,0,Toronto Six,Natalie Marcuzzi,Incomplete Play,172,66,Direct,,,,Mackenzie MacNeil,181.0,38.0,596,884,Home Team,172,181.0,66,38.0,29.410882339705488,0,Tied,"[3, 3]",3,3,Even,No,No
24254,2021-01-31,Toronto Six,Connecticut Whale,2,9:48,5,5,0,0,Toronto Six,Breanne Wilson-Bennett,Play,46,12,Indirect,,,,Taylor Woods,34.0,23.0,588,889,Home Team,46,34.0,12,23.0,16.278820596099706,0,Tied,"[1, 1]",1,1,Even,No,No
24255,2021-01-31,Toronto Six,Connecticut Whale,2,9:47,5,5,0,0,Toronto Six,Taylor Woods,Play,34,23,Direct,,,,Breanne Wilson-Bennett,29.0,20.0,587,890,Home Team,34,29.0,23,20.0,5.830951894845301,0,Tied,"[1, 1]",1,1,Even,No,No
24259,2021-01-31,Toronto Six,Connecticut Whale,2,9:45,5,5,0,0,Toronto Six,Breanne Wilson-Bennett,Play,7,24,Direct,,,,Natalie Marcuzzi,63.0,11.0,585,894,Home Team,7,63.0,24,11.0,57.48912940721924,0,Tied,"[0, 0]",0,0,Even,No,Yes
24260,2021-01-31,Toronto Six,Connecticut Whale,2,9:39,5,5,0,0,Toronto Six,Natalie Marcuzzi,Play,101,26,Direct,,,,Taytum Clairmont,119.0,6.0,579,895,Home Team,101,119.0,26,6.0,26.90724809414742,0,Tied,"[6, 6]",6,6,Even,No,Yes
24262,2021-01-31,Toronto Six,Connecticut Whale,2,9:37,5,5,0,0,Toronto Six,Taytum Clairmont,Incomplete Play,175,4,Indirect,,,,Taylor Woods,192.0,54.0,577,897,Home Team,175,192.0,4,54.0,52.810983706043565,0,Tied,"[2, 2]",2,2,Even,No,No
24264,2021-01-31,Toronto Six,Connecticut Whale,2,9:30,5,5,0,0,Connecticut Whale,Laurel Hill,Play,28,65,Direct,,,,Grace Klienbach,72.0,82.0,570,899,Away Team,172,128.0,20,3.0,47.16990566028302,0,Tied,"[4, 4]",4,4,Even,No,Yes
24265,2021-01-31,Toronto Six,Connecticut Whale,2,9:29,5,5,0,0,Connecticut Whale,Grace Klienbach,Incomplete Play,72,82,Direct,,,,Sarah Schwenzfeier,84.0,72.0,569,900,Away Team,128,116.0,3,13.0,15.620499351813306,0,Tied,"[1, 1]",1,1,Even,No,No
24270,2021-01-31,Toronto Six,Connecticut Whale,2,9:20,5,5,0,0,Toronto Six,Taylor Woods,Play,5,13,Indirect,,,,Taytum Clairmont,28.0,83.0,560,905,Home Team,5,28.0,13,83.0,73.6817480791546,0,Tied,"[0, 0]",0,0,Even,No,Yes
24271,2021-01-31,Toronto Six,Connecticut Whale,2,9:17,5,5,0,0,Toronto Six,Taytum Clairmont,Play,28,83,Indirect,,,,Shiann Darkangelo,8.0,74.0,557,906,Home Team,28,8.0,83,74.0,21.93171219946131,0,Tied,"[3, 3]",3,3,Even,No,Yes
24272,2021-01-31,Toronto Six,Connecticut Whale,2,9:13,5,5,0,0,Toronto Six,Shiann Darkangelo,Play,17,78,Indirect,,,,Taytum Clairmont,44.0,80.0,553,907,Home Team,17,44.0,78,80.0,27.07397274136177,0,Tied,"[4, 4]",4,4,Even,No,Yes
24273,2021-01-31,Toronto Six,Connecticut Whale,2,9:09,5,5,0,0,Toronto Six,Taytum Clairmont,Play,86,81,Direct,,,,Shiann Darkangelo,87.0,75.0,549,908,Home Team,86,87.0,81,75.0,6.0827625302982185,0,Tied,"[4, 4]",4,4,Even,No,Yes
24276,2021-01-31,Toronto Six,Connecticut Whale,2,9:04,5,5,0,0,Connecticut Whale,Maggie LaGue,Incomplete Play,64,40,Direct,,,,Kaycie Anderson,81.0,41.0,544,911,Away Team,136,119.0,45,44.0,17.029386365926403,0,Tied,"[1, 1]",1,1,Even,No,No
24281,2021-01-31,Toronto Six,Connecticut Whale,2,8:54,5,5,0,0,Connecticut Whale,Maggie LaGue,Incomplete Play,28,34,Direct,,,,Kaycie Anderson,33.0,10.0,534,916,Away Team,172,167.0,51,75.0,24.515301344262525,0,Tied,"[2, 2]",2,2,Even,No,No
24285,2021-01-31,Toronto Six,Connecticut Whale,2,8:43,5,5,0,0,Toronto Six,Shiann Darkangelo,Incomplete Play,156,5,Indirect,,,,Sarah-Eve Coutu Godbout,196.0,14.0,523,920,Home Team,156,196.0,5,14.0,41.0,0,Tied,"[6, 6]",6,6,Even,No,No
24287,2021-01-31,Toronto Six,Connecticut Whale,2,8:38,5,5,0,0,Connecticut Whale,Laurel Hill,Incomplete Play,4,68,Indirect,,,,Grace Klienbach,36.0,70.0,518,922,Away Team,196,164.0,17,15.0,32.062439083762804,0,Tied,"[3, 3]",3,3,Even,No,No
24289,2021-01-31,Toronto Six,Connecticut Whale,2,8:34,5,5,0,0,Toronto Six,Shiann Darkangelo,Play,154,10,Direct,,,,Lindsay Eastwood,132.0,46.0,514,924,Home Team,154,132.0,10,46.0,42.190046219457976,0,Tied,"[3, 3]",3,3,Even,No,Yes
24292,2021-01-31,Toronto Six,Connecticut Whale,2,8:27,5,5,0,0,Toronto Six,Shiann Darkangelo,Incomplete Play,190,49,Direct,,,,Amy Curlew,181.0,46.0,507,927,Home Team,190,181.0,49,46.0,9.486832980505136,0,Tied,"[2, 2]",2,2,Even,No,No
24296,2021-01-31,Toronto Six,Connecticut Whale,2,8:20,5,5,0,0,Toronto Six,Amy Curlew,Play,175,67,Indirect,,,,Lindsay Eastwood,148.0,73.0,500,931,Home Team,175,148.0,67,73.0,27.65863337187866,0,Tied,"[2, 2]",2,2,Even,No,Yes
24297,2021-01-31,Toronto Six,Connecticut Whale,2,8:17,5,5,0,0,Toronto Six,Lindsay Eastwood,Play,154,77,Direct,,,,Sarah Steele,129.0,16.0,497,932,Home Team,154,129.0,77,16.0,65.92419889539804,0,Tied,"[3, 3]",3,3,Even,No,Yes
24298,2021-01-31,Toronto Six,Connecticut Whale,2,8:14,5,5,0,0,Toronto Six,Sarah Steele,Play,134,5,Direct,,,,Lindsay Eastwood,130.0,57.0,494,933,Home Team,134,130.0,5,57.0,52.153619241621186,0,Tied,"[3, 3]",3,3,Even,No,Yes
24299,2021-01-31,Toronto Six,Connecticut Whale,2,8:13,5,5,0,0,Toronto Six,Lindsay Eastwood,Play,130,42,Indirect,,,,Sarah-Eve Coutu Godbout,195.0,17.0,493,934,Home Team,130,195.0,42,17.0,69.6419413859206,0,Tied,"[1, 1]",1,1,Even,No,Yes
24304,2021-01-31,Toronto Six,Connecticut Whale,2,8:02,5,5,1,0,Toronto Six,Megan Quinn,Play,70,44,Direct,,,,Emma Greco,62.0,20.0,482,939,Home Team,70,62.0,44,20.0,25.29822128134704,1,Close Lead,"[0, 0]",0,0,Even,No,No
24305,2021-01-31,Toronto Six,Connecticut Whale,2,8:00,5,5,1,0,Toronto Six,Emma Greco,Incomplete Play,66,6,Direct,,,,Natalie Marcuzzi,96.0,2.0,480,940,Home Team,66,96.0,6,2.0,30.265491900843116,1,Close Lead,"[2, 2]",2,2,Even,No,No
24307,2021-01-31,Toronto Six,Connecticut Whale,2,7:52,5,5,1,0,Connecticut Whale,Elena Orlando,Play,6,68,Indirect,,,,Taylor Marchin,8.0,69.0,472,942,Away Team,194,192.0,17,16.0,2.23606797749979,-1,Close Trail,"[3, 3]",3,3,Even,No,No
24308,2021-01-31,Toronto Six,Connecticut Whale,2,7:51,5,5,1,0,Connecticut Whale,Taylor Marchin,Incomplete Play,14,79,Indirect,,,,Katelynn Russ,28.0,81.0,471,943,Away Team,186,172.0,6,4.0,14.142135623730953,-1,Close Trail,"[1, 1]",1,1,Even,No,No
24310,2021-01-31,Toronto Six,Connecticut Whale,2,7:48,5,5,1,0,Toronto Six,Emma Greco,Play,139,6,Indirect,,,,Natalie Marcuzzi,168.0,1.0,468,945,Home Team,139,168.0,6,1.0,29.427877939124322,1,Close Lead,"[1, 1]",1,1,Even,No,Yes
24311,2021-01-31,Toronto Six,Connecticut Whale,2,7:46,5,5,1,0,Toronto Six,Natalie Marcuzzi,Play,177,4,Direct,,,,Breanne Wilson-Bennett,194.0,21.0,466,946,Home Team,177,194.0,4,21.0,24.041630560342607,1,Close Lead,"[2, 2]",2,2,Even,No,Yes
24312,2021-01-31,Toronto Six,Connecticut Whale,2,7:44,5,5,1,0,Toronto Six,Breanne Wilson-Bennett,Incomplete Play,194,33,Direct,,,,Natalie Marcuzzi,183.0,39.0,464,947,Home Team,194,183.0,33,39.0,12.529964086141668,1,Close Lead,"[2, 2]",2,2,Even,No,No
24314,2021-01-31,Toronto Six,Connecticut Whale,2,7:41,5,5,1,0,Toronto Six,Breanne Wilson-Bennett,Play,195,26,Indirect,,,,Mackenzie MacNeil,197.0,42.0,461,949,Home Team,195,197.0,26,42.0,16.1245154965971,1,Close Lead,"[2, 2]",2,2,Even,No,No
24315,2021-01-31,Toronto Six,Connecticut Whale,2,7:37,5,5,1,0,Toronto Six,Mackenzie MacNeil,Incomplete Play,179,82,Indirect,,,,Natalie Marcuzzi,194.0,63.0,457,950,Home Team,179,194.0,82,63.0,24.20743687382041,1,Close Lead,"[4, 4]",4,4,Even,No,No
24317,2021-01-31,Toronto Six,Connecticut Whale,2,7:33,5,5,1,0,Connecticut Whale,Alyssa Wohlfeiler,Play,82,23,Direct,,,,Katelynn Russ,87.0,42.0,453,952,Away Team,118,113.0,62,43.0,19.6468827043885,-1,Close Trail,"[2, 2]",2,2,Even,No,Yes
24319,2021-01-31,Toronto Six,Connecticut Whale,2,7:31,5,5,1,0,Connecticut Whale,Katelynn Russ,Play,136,51,Direct,,,,Alyssa Wohlfeiler,138.0,63.0,451,954,Away Team,64,62.0,34,22.0,12.16552506059644,-1,Close Trail,"[0, 0]",0,0,Even,No,Yes
24324,2021-01-31,Toronto Six,Connecticut Whale,2,7:25,5,5,1,0,Toronto Six,Breanne Wilson-Bennett,Incomplete Play,29,68,Indirect,,,,Mackenzie MacNeil,60.0,64.0,445,959,Home Team,29,60.0,68,64.0,31.256999216175572,1,Close Lead,"[1, 1]",1,1,Even,No,No
24326,2021-01-31,Toronto Six,Connecticut Whale,2,7:23,5,5,1,0,Connecticut Whale,Elena Orlando,Incomplete Play,145,14,Direct,,,,Katelynn Russ,153.0,17.0,443,961,Away Team,55,47.0,71,68.0,8.54400374531753,-1,Close Trail,"[0, 0]",0,0,Even,No,No
24329,2021-01-31,Toronto Six,Connecticut Whale,2,7:18,5,5,1,0,Toronto Six,Taylor Woods,Incomplete Play,51,61,Direct,,,,Taytum Clairmont,98.0,69.0,438,964,Home Team,51,98.0,61,69.0,47.67598976424087,1,Close Lead,"[1, 1]",1,1,Even,No,No
24345,2021-01-31,Toronto Six,Connecticut Whale,2,6:56,5,5,1,0,Connecticut Whale,Hanna Beattie,Incomplete Play,137,4,Indirect,,,,Maeve Reilly,171.0,9.0,416,980,Away Team,63,29.0,81,76.0,34.36568055487916,-1,Close Trail,"[0, 0]",0,0,Even,No,No
24347,2021-01-31,Toronto Six,Connecticut Whale,2,6:52,5,5,1,0,Connecticut Whale,Maeve Reilly,Incomplete Play,168,5,Indirect,,,,Janine Weber,156.0,8.0,412,982,Away Team,32,44.0,80,77.0,12.369316876852979,-1,Close Trail,"[1, 1]",1,1,Even,No,No
24349,2021-01-31,Toronto Six,Connecticut Whale,2,6:49,5,5,1,0,Toronto Six,Megan Quinn,Play,0,55,Direct,,,,Breanne Wilson-Bennett,4.0,42.0,409,984,Home Team,0,4.0,55,42.0,13.601470508735444,1,Close Lead,"[0, 0]",0,0,Even,No,No
24350,2021-01-31,Toronto Six,Connecticut Whale,2,6:45,5,5,1,0,Toronto Six,Breanne Wilson-Bennett,Incomplete Play,18,14,Indirect,,,,Natalie Marcuzzi,65.0,8.0,405,985,Home Team,18,65.0,14,8.0,47.38143096192854,1,Close Lead,"[4, 4]",4,4,Even,No,No
24352,2021-01-31,Toronto Six,Connecticut Whale,2,6:43,5,5,1,0,Connecticut Whale,Shannon Doyle,Incomplete Play,135,81,Indirect,,,,Janine Weber,176.0,62.0,403,987,Away Team,65,24.0,4,23.0,45.18849411078001,-1,Close Trail,"[1, 1]",1,1,Even,No,No
24354,2021-01-31,Toronto Six,Connecticut Whale,2,6:35,5,5,1,0,Toronto Six,Megan Quinn,Incomplete Play,28,82,Direct,,,,Mackenzie MacNeil,39.0,72.0,395,989,Home Team,28,39.0,82,72.0,14.866068747318506,1,Close Lead,"[3, 3]",3,3,Even,No,No
24357,2021-01-31,Toronto Six,Connecticut Whale,2,6:30,5,5,1,0,Connecticut Whale,Hanna Beattie,Incomplete Play,96,70,Indirect,,,,Rachael Ade,111.0,73.0,390,992,Away Team,104,89.0,15,12.0,15.297058540778355,-1,Close Trail,"[1, 1]",1,1,Even,No,No
24359,2021-01-31,Toronto Six,Connecticut Whale,2,6:29,5,5,1,0,Toronto Six,Lindsay Eastwood,Play,78,4,Indirect,,,,Natalie Marcuzzi,90.0,2.0,389,994,Home Team,78,90.0,4,2.0,12.16552506059644,1,Close Lead,"[0, 0]",0,0,Even,No,Yes
24361,2021-01-31,Toronto Six,Connecticut Whale,2,6:24,5,5,1,0,Toronto Six,Lindsay Eastwood,Incomplete Play,56,37,Direct,,,,Mackenzie MacNeil,77.0,48.0,384,996,Home Team,56,77.0,37,48.0,23.706539182259394,1,Close Lead,"[2, 2]",2,2,Even,No,No
24366,2021-01-31,Toronto Six,Connecticut Whale,2,6:16,5,5,1,0,Toronto Six,Lindsay Eastwood,Incomplete Play,1,58,Direct,,,,Breanne Wilson-Bennett,15.0,59.0,376,1001,Home Team,1,15.0,58,59.0,14.035668847618199,1,Close Lead,"[0, 0]",0,0,Even,No,No
24370,2021-01-31,Toronto Six,Connecticut Whale,2,6:11,5,5,1,0,Connecticut Whale,Maddie Bishop,Play,197,27,Direct,,,,Sarah Hughson,188.0,18.0,371,1005,Away Team,3,12.0,58,67.0,12.727922061357855,-1,Close Trail,"[1, 1]",1,1,Even,No,Yes
24371,2021-01-31,Toronto Six,Connecticut Whale,2,6:07,5,5,1,0,Connecticut Whale,Sarah Hughson,Play,175,69,Direct,,,,Laurel Hill,138.0,60.0,367,1006,Away Team,25,62.0,16,25.0,38.078865529319536,-1,Close Trail,"[4, 4]",4,4,Even,No,Yes
24374,2021-01-31,Toronto Six,Connecticut Whale,2,6:03,5,5,1,0,Connecticut Whale,Maggie LaGue,Play,195,15,Indirect,,,,Rachael Ade,195.0,24.0,363,1009,Away Team,5,5.0,70,61.0,9.0,-1,Close Trail,"[0, 0]",0,0,Even,No,No
24375,2021-01-31,Toronto Six,Connecticut Whale,2,6:00,5,5,1,0,Connecticut Whale,Rachael Ade,Incomplete Play,195,26,Indirect,,,,Maddie Bishop,186.0,32.0,360,1010,Away Team,5,14.0,59,53.0,10.816653826391967,-1,Close Trail,"[3, 3]",3,3,Even,No,No
24377,2021-01-31,Toronto Six,Connecticut Whale,2,5:57,5,5,1,0,Toronto Six,Megan Quinn,Incomplete Play,7,61,Indirect,,,,Breanne Wilson-Bennett,34.0,79.0,357,1012,Home Team,7,34.0,61,79.0,32.449961479175904,1,Close Lead,"[0, 0]",0,0,Even,No,No
24380,2021-01-31,Toronto Six,Connecticut Whale,2,5:48,5,5,1,0,Toronto Six,Breanne Wilson-Bennett,Play,30,9,Direct,,,,Natalie Marcuzzi,76.0,23.0,348,1015,Home Team,30,76.0,9,23.0,48.08326112068522,1,Close Lead,"[3, 3]",3,3,Even,No,Yes
24390,2021-01-31,Toronto Six,Connecticut Whale,2,5:29,5,4,1,0,Toronto Six,Elaine Chuli,Play,4,52,Indirect,,,,Lindsay Eastwood,3.0,47.0,329,1025,Home Team,4,3.0,52,47.0,5.0990195135927845,1,Close Lead,"[1, 1]",1,1,Advantage,No,Yes
24391,2021-01-31,Toronto Six,Connecticut Whale,2,5:22,5,4,1,0,Toronto Six,Lindsay Eastwood,Play,31,39,Direct,,,,Taytum Clairmont,49.0,78.0,322,1026,Home Team,31,49.0,39,78.0,42.953463189829066,1,Close Lead,"[7, 7]",7,7,Advantage,No,No
24392,2021-01-31,Toronto Six,Connecticut Whale,2,5:19,5,4,1,0,Toronto Six,Taytum Clairmont,Incomplete Play,94,78,Direct,,,,Mikyla Grant-Mentis,112.0,67.0,319,1027,Home Team,94,112.0,78,67.0,21.095023109728988,1,Close Lead,"[3, 3]",3,3,Advantage,No,No
24394,2021-01-31,Toronto Six,Connecticut Whale,2,5:17,5,4,1,0,Connecticut Whale,Hanna Beattie,Incomplete Play,58,20,Indirect,,,,Sarah Schwenzfeier,73.0,20.0,317,1029,Away Team,142,127.0,65,65.0,15.0,-1,Close Trail,"[1, 1]",1,1,Shorthanded,No,No
24399,2021-01-31,Toronto Six,Connecticut Whale,2,4:59,5,4,1,0,Toronto Six,Shiann Darkangelo,Play,191,68,Indirect,,,,Taylor Woods,131.0,76.0,299,1034,Home Team,191,131.0,68,76.0,60.53098380168623,1,Close Lead,"[5, 5]",5,5,Advantage,No,Yes
24400,2021-01-31,Toronto Six,Connecticut Whale,2,4:57,5,4,1,0,Toronto Six,Taylor Woods,Play,132,66,Direct,,,,Lindsay Eastwood,134.0,21.0,297,1035,Home Team,132,134.0,66,21.0,45.04442251822083,1,Close Lead,"[2, 2]",2,2,Advantage,No,Yes
24401,2021-01-31,Toronto Six,Connecticut Whale,2,4:54,5,4,1,0,Toronto Six,Lindsay Eastwood,Play,132,18,Direct,,,,Taylor Woods,128.0,47.0,294,1036,Home Team,132,128.0,18,47.0,29.27456233660889,1,Close Lead,"[3, 3]",3,3,Advantage,No,Yes
24402,2021-01-31,Toronto Six,Connecticut Whale,2,4:52,5,4,1,0,Toronto Six,Taylor Woods,Play,132,46,Direct,,,,Shiann Darkangelo,160.0,74.0,292,1037,Home Team,132,160.0,46,74.0,39.597979746446654,1,Close Lead,"[2, 2]",2,2,Advantage,No,Yes
24403,2021-01-31,Toronto Six,Connecticut Whale,2,4:51,5,4,1,0,Toronto Six,Shiann Darkangelo,Play,165,72,Direct,,,,Mikyla Grant-Mentis,193.0,67.0,291,1038,Home Team,165,193.0,72,67.0,28.442925306655784,1,Close Lead,"[1, 1]",1,1,Advantage,No,Yes
24404,2021-01-31,Toronto Six,Connecticut Whale,2,4:48,5,4,1,0,Toronto Six,Mikyla Grant-Mentis,Play,175,79,Direct,,,,Taylor Woods,129.0,54.0,288,1039,Home Team,175,129.0,79,54.0,52.3545604508337,1,Close Lead,"[3, 3]",3,3,Advantage,No,Yes
24405,2021-01-31,Toronto Six,Connecticut Whale,2,4:47,5,4,1,0,Toronto Six,Taylor Woods,Play,129,54,Direct,,,,Mikyla Grant-Mentis,150.0,70.0,287,1040,Home Team,129,150.0,54,70.0,26.40075756488817,1,Close Lead,"[1, 1]",1,1,Advantage,No,Yes
24406,2021-01-31,Toronto Six,Connecticut Whale,2,4:44,5,4,1,0,Toronto Six,Mikyla Grant-Mentis,Play,135,67,Direct,,,,Taylor Woods,131.0,36.0,284,1041,Home Team,135,131.0,67,36.0,31.256999216175572,1,Close Lead,"[3, 3]",3,3,Advantage,No,Yes
24410,2021-01-31,Toronto Six,Connecticut Whale,2,4:40,5,5,2,0,Connecticut Whale,Elena Orlando,Play,74,39,Direct,,,,Taylor Marchin,52.0,51.0,280,1045,Away Team,126,148.0,46,34.0,25.05992817228333,-2,Trail,"[0, 0]",0,0,Even,No,Yes
24411,2021-01-31,Toronto Six,Connecticut Whale,2,4:37,5,5,2,0,Connecticut Whale,Taylor Marchin,Play,41,64,Direct,,,,Elena Orlando,36.0,15.0,277,1046,Away Team,159,164.0,21,70.0,49.25444142409901,-2,Trail,"[3, 3]",3,3,Even,No,No
24412,2021-01-31,Toronto Six,Connecticut Whale,2,4:34,5,5,2,0,Connecticut Whale,Elena Orlando,Incomplete Play,66,20,Direct,,,,Alyssa Wohlfeiler,106.0,49.0,274,1047,Away Team,134,94.0,65,36.0,49.4064773081425,-2,Trail,"[3, 3]",3,3,Even,No,No
24415,2021-01-31,Toronto Six,Connecticut Whale,2,4:28,5,5,2,0,Toronto Six,Mackenzie MacNeil,Incomplete Play,197,54,Direct,,,,Natalie Marcuzzi,196.0,27.0,268,1050,Home Team,197,196.0,54,27.0,27.018512172212592,2,Lead,"[2, 2]",2,2,Even,No,No
24417,2021-01-31,Toronto Six,Connecticut Whale,2,4:27,5,5,2,0,Connecticut Whale,Emma Vlasic,Incomplete Play,4,45,Indirect,,,,Katelynn Russ,36.0,66.0,267,1052,Away Team,196,164.0,40,19.0,38.275318418009284,-2,Trail,"[0, 0]",0,0,Even,No,No
24419,2021-01-31,Toronto Six,Connecticut Whale,2,4:25,5,5,2,0,Toronto Six,Emma Greco,Incomplete Play,145,4,Indirect,,,,Mackenzie MacNeil,198.0,45.0,265,1054,Home Team,145,198.0,4,45.0,67.00746227100382,2,Lead,"[0, 0]",0,0,Even,No,No
24421,2021-01-31,Toronto Six,Connecticut Whale,2,4:19,5,5,2,0,Connecticut Whale,Elena Orlando,Incomplete Play,18,4,Indirect,,,,Alyssa Wohlfeiler,45.0,1.0,259,1056,Away Team,182,155.0,81,84.0,27.166155414412252,-2,Trail,"[1, 1]",1,1,Even,No,No
24427,2021-01-31,Toronto Six,Connecticut Whale,2,4:11,5,5,2,0,Toronto Six,Megan Quinn,Incomplete Play,136,82,Direct,,,,Mackenzie MacNeil,161.0,66.0,251,1062,Home Team,136,161.0,82,66.0,29.681644159311663,2,Lead,"[1, 1]",1,1,Even,No,No
24429,2021-01-31,Toronto Six,Connecticut Whale,2,4:07,5,5,2,0,Connecticut Whale,Katelynn Russ,Incomplete Play,69,83,Direct,,,,Alyssa Wohlfeiler,111.0,63.0,247,1064,Away Team,131,89.0,2,22.0,46.51881339845203,-2,Trail,"[3, 3]",3,3,Even,No,No
24431,2021-01-31,Toronto Six,Connecticut Whale,2,4:01,5,5,2,0,Toronto Six,Megan Quinn,Play,7,72,Indirect,,,,Breanne Wilson-Bennett,11.0,77.0,241,1066,Home Team,7,11.0,72,77.0,6.4031242374328485,2,Lead,"[2, 2]",2,2,Even,No,Yes
24432,2021-01-31,Toronto Six,Connecticut Whale,2,3:53,6,5,2,0,Toronto Six,Breanne Wilson-Bennett,Play,28,34,Indirect,,,,Megan Quinn,29.0,50.0,233,1067,Home Team,28,29.0,34,50.0,16.031219541881402,2,Lead,"[8, 8]",8,8,Advantage,No,Yes
24433,2021-01-31,Toronto Six,Connecticut Whale,2,3:52,6,5,2,0,Toronto Six,Megan Quinn,Play,41,46,Direct,,,,Breanne Wilson-Bennett,98.0,62.0,232,1068,Home Team,41,98.0,46,62.0,59.20304046246274,2,Lead,"[1, 1]",1,1,Advantage,No,Yes
24439,2021-01-31,Toronto Six,Connecticut Whale,2,3:44,5,4,2,0,Toronto Six,Lindsay Eastwood,Play,152,4,Direct,,,,Taylor Woods,132.0,24.0,224,1074,Home Team,152,132.0,4,24.0,28.284271247461906,2,Lead,"[0, 0]",0,0,Advantage,No,Yes
24440,2021-01-31,Toronto Six,Connecticut Whale,2,3:42,5,4,2,0,Toronto Six,Taylor Woods,Play,132,24,Direct,,,,Lindsay Eastwood,154.0,3.0,222,1075,Home Team,132,154.0,24,3.0,30.413812651491103,2,Lead,"[2, 2]",2,2,Advantage,No,Yes
24441,2021-01-31,Toronto Six,Connecticut Whale,2,3:41,5,4,2,0,Toronto Six,Lindsay Eastwood,Play,159,3,Direct,,,,Shiann Darkangelo,194.0,15.0,221,1076,Home Team,159,194.0,3,15.0,37.0,2,Lead,"[1, 1]",1,1,Advantage,No,Yes
